name,age,height_cm,weight_kgs,positions,nationality,overall_rating,international_reputation,body_type,national_team,national_rating,freekick_accuracy,sprint_speed,shot_power,strength,penalties,preferred_foot,value_euro
A. Barrios,28,182.88,78,"RB,RM,CB",Chile,68,1,Normal,,,36,75,66,73,44,Right,750000
R. Smallwood,28,154.94,72.1,"CDM,CM",England,68,1,Lean,,,60,62,57,73,55,Right,750000
K. Noborizato,28,167.64,68,"LM,LB,RB",Japan,68,1,Normal,,,54,86,68,59,49,Left,950000
C. Solly,28,172.72,71.2,"RB,LB",England,68,1,Normal,,,30,74,27,72,38,Right,750000
E. Manu,25,172.72,69.9,"LW,LM,ST",Netherlands,68,1,Stocky,,,52,91,77,77,52,Right,1100000
C. Spinelli,22,154.94,82.1,ST,Argentina,68,1,Normal,,,34,66,69,74,52,Right,1300000
J. Gradit,26,154.94,77.1,"RB,CB",France,68,1,Normal,,,28,68,39,76,36,Right,925000
P. Weihrauch,25,154.94,73.9,"RM,LM,RB",Germany,68,1,Lean,,,48,76,65,58,55,Right,1200000
E. Jelenič,26,154.94,73.9,"RM,CM,LM",Slovenia,68,1,Normal,,,62,86,68,71,60,Right,975000
J. Lowe,27,175.26,79.8,"CDM,CM",England,68,1,Normal,,,68,61,63,68,62,Right,900000
A. Al Khaibari,32,152.4,73,CDM,Saudi Arabia,68,1,Lean,,,37,68,65,74,46,Right,525000
Carrillo,25,190.5,79.8,"ST,RM",Spain,68,1,Lean,,,39,69,75,39,77,Right,1200000
E. Olivera,28,154.94,73,CB,Argentina,68,1,Lean,,,28,55,56,78,47,Right,850000
J. Arboleda,29,182.88,69.9,RB,Colombia,68,1,Normal,,,36,79,59,75,42,Right,700000
K. Escamilla,25,152.4,76.2,CDM,Mexico,68,1,Lean,,,45,60,62,74,45,Right,1000000
H. Muath,33,154.94,69.9,"RB,RM",Saudi Arabia,68,2,Lean,,,67,90,79,72,71,Right,500000
V. Kravets,21,182.88,78.9,LB,Ukraine,68,1,Normal,,,59,72,69,81,40,Left,1300000
S. Gleeson,30,152.4,79.8,"CDM,CM",Republic of Ireland,68,1,Normal,,,66,66,69,70,57,Right,700000
M. Moscati,26,154.94,74.8,"CM,RB,RM",Italy,68,1,Stocky,,,62,79,68,70,62,Right,1000000
O. Bosso,25,167.64,68.9,"RB,RM",Chile,68,1,Lean,,,35,79,42,61,38,Right,975000
D. Meyler,29,190.5,81.2,"CDM,CM",Republic of Ireland,68,1,Normal,,,52,59,70,77,69,Right,700000
C. Dielna,31,182.88,86.2,"CB,LB",France,68,1,Stocky,,,66,63,71,82,52,Left,675000
N. Ozokwo,30,152.4,68.9,"LM,RM",Nigeria,68,1,Normal,,,52,84,63,45,46,Right,875000
G. Donyoh,24,152.4,71.2,"ST,RW,LW",Ghana,68,1,Lean,,,54,90,68,56,62,Left,1200000
L. Nomenjanahary,33,152.4,76.2,"RM,RW",Madagascar,68,1,Normal,,,65,78,45,56,39,Left,700000
Z. Majer,26,152.4,68.9,"CM,CAM",Slovenia,68,1,Lean,,,58,62,58,63,57,Right,1100000
D. Irandust,20,185.42,73,CAM,Sweden,68,1,Lean,,,43,71,54,66,49,Left,1400000
A. Hammill,31,152.4,73.9,"RM,LM,ST",England,68,1,Normal,,,69,71,72,55,53,Right,850000
R. Mazáň,25,154.94,74.8,LB,Slovakia,68,1,Normal,,,39,55,55,53,63,Left,975000
G. Ndy Assembe,33,185.42,87.1,GK,Cameroon,68,1,Normal,,,13,48,22,75,15,Right,525000
Y. El Jebli,26,152.4,73.9,"CAM,LM",Netherlands,68,1,Normal,,,57,68,63,60,44,Right,1100000
L. Kelly,23,167.64,73.9,"CM,CDM",Republic of Ireland,68,1,Lean,,,70,63,66,29,66,Right,1200000
R. Holmes,31,172.72,74.8,"LM,RM,CAM",England,68,1,Lean,,,72,78,60,63,63,Right,775000
A. Cesped,27,175.26,68.9,"CDM,CM",Chile,68,1,Normal,,,47,61,62,70,39,Right,925000
V. Parigini,22,154.94,69.9,"LW,RW",Italy,68,1,Lean,,,47,73,65,54,54,Right,1500000
I. Uche,35,172.72,69.9,ST,Nigeria,68,2,Normal,,,43,72,75,77,67,Right,475000
J. Taylor,26,167.64,77.1,"RM,LM",England,68,1,Normal,,,62,88,61,54,63,Right,1100000
K. Medel,22,170.18,66.2,"CDM,CM",Chile,68,1,Stocky,,,48,64,48,79,59,Right,1300000
M. Osman,25,182.88,78,"CM,CDM",Syria,68,1,Lean,,,70,52,74,67,55,Right,1100000
A. Papadopoulos,34,185.42,78.9,CB,Greece,68,2,Normal,,,60,39,63,86,69,Right,375000
Galán,32,154.94,78.9,"RB,CB",Spain,68,1,Normal,,,31,78,58,80,33,Right,500000
D. Hylton,30,182.88,71.2,ST,England,68,1,Normal,,,45,67,65,83,62,Right,900000
M. Potzmann,25,154.94,69.9,"RB,RWB,LWB,LB",Austria,68,1,Lean,,,28,77,74,65,53,Right,975000
A. Nsiala,26,193.04,83,CB,DR Congo,68,1,Normal,,,31,78,73,92,43,Right,950000
A. Piccolo,30,175.26,69.9,"CAM,RW",Italy,68,1,Normal,,,59,78,62,65,57,Left,850000
T. Pellenard,25,182.88,78,LB,France,68,1,Lean,,,39,63,39,69,42,Left,975000
A. MacDonald,26,182.88,69.9,CB,England,68,1,Lean,,,25,61,35,73,36,Right,1000000
L. Fariña,27,152.4,72.1,"CAM,LW,CM",Argentina,68,1,Normal,,,68,66,68,61,65,Right,950000
J. Moreno,25,175.26,73,CDM,Venezuela,68,1,Normal,Venezuela,73,65,65,66,72,61,Right,1100000
M. Zaccagni,23,152.4,63,CM,Italy,68,1,Lean,,,48,52,64,37,55,Right,1200000
V. Hoff,23,154.94,73.9,CM,Norway,68,1,Lean,,,46,70,58,60,47,Right,1300000
B. Idowu,26,152.4,76.2,"LWB,LM,CB,RWB",Nigeria,68,1,Normal,,,40,85,54,68,53,Right,925000
Dener Rolim,31,152.4,78,"CAM,RM",Brazil,68,1,Normal,,,75,60,60,62,50,Right,850000
J. Piotrowski,21,187.96,79.8,"CM,CAM,CDM",Poland,68,1,Normal,,,63,67,72,78,51,Right,1400000
Zheng Zheng,29,185.42,77.1,"LB,LWB",China PR,68,1,Normal,,,67,75,52,65,59,Left,700000
N. Kilkenny,33,172.72,67.1,"CDM,CM,CB",Australia,68,1,Normal,,,70,44,59,68,53,Right,525000
D. Gómez,30,172.72,73,"RB,LB",Colombia,68,1,Stocky,,,46,77,36,82,44,Right,650000
J. Malagón,25,187.96,77.1,CB,Colombia,68,1,Normal,,,26,54,32,84,32,Right,1100000
B. García,34,175.26,68,"CM,CDM",Honduras,68,1,Normal,,,55,71,67,66,71,Right,525000
Javi Márquez,32,175.26,71.2,"CM,CDM,CAM",Spain,68,2,Normal,,,72,42,75,68,59,Left,675000
D. Bernhardt,33,187.96,84.8,GK,Germany,68,1,Normal,,,19,42,29,71,20,Right,525000
F. Centonze,23,182.88,74.8,RB,France,68,1,Lean,,,46,74,68,73,50,Right,1100000
N. Kreuzer,26,152.4,76.2,"RB,RW",Germany,68,1,Normal,,,72,85,65,58,48,Right,925000
L. Steele,34,187.96,76.2,GK,England,68,1,Normal,,,18,51,24,55,27,Right,450000
B. Samba,24,185.42,78.9,GK,Congo,68,1,Normal,,,13,57,21,65,15,Left,825000
K. Drygas,27,182.88,72.1,"CDM,CAM,CM",Poland,68,1,Lean,,,64,69,69,68,58,Left,900000
B. Diawara,31,185.42,76.2,ST,Senegal,68,1,Normal,,,60,68,75,73,69,Right,875000
V. Lekhal,25,187.96,72.1,CDM,France,68,1,Lean,,,35,72,47,74,45,Left,975000
Iñigo Vicente,21,152.4,67.1,"CAM,CF",Spain,68,1,Lean,,,32,69,56,40,56,Right,1700000
K. Mavropanos,21,193.04,88,CB,Greece,68,1,Normal,,,37,60,45,79,42,Right,1800000
F. Muslija,20,172.72,64.9,"LM,RM",Germany,68,1,Lean,,,64,76,42,36,41,Right,1500000
Luis Pérez,24,172.72,68,"RB,RWB,RM",Spain,68,1,Lean,,,45,89,51,63,44,Right,1000000
S. Ajayi,25,193.04,83,"CB,CDM",Nigeria,68,1,Lean,,,21,76,40,80,32,Right,950000
P. Schönfeld,29,185.42,83.9,"CM,CDM",Germany,68,1,Normal,,,51,75,75,79,64,Right,850000
U. Segura,25,182.88,69.9,"LM,CM,RM,ST",Costa Rica,68,1,Normal,,,62,66,71,61,61,Right,1100000
L. Ospina,28,190.5,79.8,CB,Colombia,68,1,Normal,,,22,50,37,90,36,Right,875000
L. Bittante,25,182.88,74.8,"RB,LB,RM",Italy,68,1,Lean,,,43,83,59,60,45,Right,875000
Alcatraz,32,154.94,74.8,"RB,RWB",Colombia,68,1,Lean,,,77,77,74,72,62,Right,575000
E. Rashani,25,154.94,71.2,"LW,RW",Kosovo,68,1,Lean,,,64,85,60,63,53,Left,1100000
A. Nandzik,26,172.72,69.9,LB,Germany,68,1,Normal,,,38,84,70,56,34,Left,925000
M. Arini,32,152.4,74.8,CM,Italy,68,1,Normal,,,43,50,71,78,44,Right,775000
Bruno Monteiro,34,154.94,76.2,"CM,CDM",Portugal,68,1,Normal,,,48,48,64,62,54,Right,525000
P. Huspek,28,172.72,68.9,"RM,RW",Austria,68,1,Normal,,,50,89,65,42,58,Right,950000
E. Bourgaud,31,152.4,77.1,"RM,CAM",France,68,1,Normal,,,70,67,68,60,61,Left,850000
N. Bajrami,20,152.4,68,"CM,CDM",Switzerland,68,1,Lean,,,47,75,72,61,47,Right,1900000
Jairo,25,165.1,67.1,LM,Spain,68,1,Lean,,,48,86,64,42,61,Left,1100000
T. Trevisan,35,185.42,78.9,CB,Italy,68,1,Normal,,,32,54,57,80,44,Left,270000
A. Esaka,26,175.26,67.1,"ST,CF,LM,RW",Japan,68,1,Lean,,,38,69,69,72,48,Right,1100000
F. Daprelà,28,182.88,76.2,"CB,LB,LM",Switzerland,68,1,Lean,,,40,79,61,80,48,Left,850000
N. Citro,29,172.72,59.9,ST,Italy,68,1,Lean,,,58,68,63,45,65,Left,900000
G. Mencia,30,152.4,78,"CB,LB",Paraguay,68,1,Normal,,,29,62,29,70,34,Left,700000
P. Iliev,27,182.88,68.9,GK,Bulgaria,68,1,Lean,,,15,48,15,52,15,Right,
R. Baku,20,175.26,72.1,"CM,CDM",Germany,68,1,Normal,,,45,78,58,56,50,Right,1900000
B. Riascos,24,182.88,78,"ST,RW",Colombia,68,1,Stocky,,,36,83,72,77,49,Right,1200000
Lucas Galvão,27,182.88,77.1,"CB,LB,LM",Brazil,68,1,Normal,,,39,72,56,73,48,Left,850000
T. Schick,28,154.94,73,"RM,LM,RB",Austria,68,1,Normal,,,57,75,71,68,55,Right,900000
Y. Endo,30,167.64,68.9,RM,Japan,68,1,Normal,,,72,60,59,58,54,Left,850000
A. Nuhiu,29,198.12,84.8,ST,Kosovo,68,1,Stocky,,,39,33,68,91,72,Right,925000
P. Sammarco,35,182.88,74.8,CM,Italy,68,1,Lean,,,56,60,68,69,55,Right,375000
B. Brereton,19,185.42,74.8,"ST,RM",England,68,1,Lean,,,31,85,67,69,70,Right,1900000
J. Pitroipa,32,175.26,59.9,"CAM,RM",Burkina Faso,68,3,Lean,,,57,75,65,46,62,Right,700000
L. Montipó,23,190.5,82.1,GK,Italy,68,1,Normal,,,15,42,24,49,29,Right,1000000
Z. Clough,24,170.18,64,"CAM,LM,ST",England,68,1,Lean,,,70,70,65,45,68,Right,1300000
Yoon Bo Sang,25,182.88,83.9,GK,Korea Republic,68,1,Normal,,,12,25,25,56,14,Right,900000
S. Colombatto,22,152.4,71.2,"CM,CDM",Argentina,68,1,Lean,,,49,64,56,54,52,Left,1200000
Eder Pinhanços,35,152.4,74.8,"CB,LB",Brazil,68,1,Normal,,,45,61,43,60,51,Left,270000
S. O'Donnell,26,182.88,88.9,RB,Scotland,68,1,Normal,,,44,71,63,83,45,Right,925000
M. Putnocký,34,195.58,91.2,GK,Slovakia,68,1,Normal,,,17,44,17,61,21,Right,450000
Yi Teng,29,190.5,74.8,"CB,CDM",China PR,68,1,Normal,,,40,48,61,91,41,Right,825000
C. Skuse,32,185.42,72.1,"CDM,CM",England,68,1,Lean,,,62,52,66,70,56,Right,525000
D. Blanco,23,167.64,63,"CM,CAM",Argentina,68,1,Lean,,,50,71,55,52,42,Right,1400000
Jiang Zhipeng,30,152.4,67.1,"LB,LWB",China PR,68,1,Normal,,,66,78,66,60,42,Left,675000
A. Vasyutin,24,190.5,79.8,GK,Russia,68,1,Normal,,,20,40,20,59,20,Right,925000
D. Murphy,35,190.5,88,ST,Republic of Ireland,68,1,Normal,,,53,36,76,85,77,Left,400000
D. Buballa,28,187.96,79.8,LB,Germany,68,1,Normal,,,42,86,49,75,40,Left,700000
E. O'Kane,28,172.72,68.9,CDM,Republic of Ireland,68,1,Lean,,,53,65,61,53,56,Right,750000
C. Burke,27,190.5,82.1,ST,Jamaica,68,1,Normal,,,41,76,69,81,65,Right,1100000
A. Beghetto,24,152.4,74.8,LM,Italy,68,1,Normal,,,67,77,58,55,58,Left,1200000
L. Gooch,23,172.72,68.9,RM,United States,68,1,Stocky,,,58,79,64,68,63,Right,1400000
Im Seon Yeong,30,185.42,78,"CM,CAM",Korea Republic,68,1,Normal,,,62,72,65,73,52,Right,825000
S. Caldwell,27,172.72,68,"CDM,CM",United States,68,1,Lean,,,40,42,64,70,49,Right,850000
A. Al Jebreen,28,152.4,73,"CDM,CM",Saudi Arabia,68,1,Normal,,,55,64,63,75,57,Right,725000
N. Dorsch,21,152.4,72.1,"CDM,CM",Germany,68,1,Normal,,,41,61,55,61,32,Right,1200000
L. Paganini,25,182.88,69.9,"RM,RW",Italy,68,1,Lean,,,42,78,64,55,55,Right,1100000
L. Ruiz,32,187.96,76.2,ST,Colombia,68,1,Normal,,,33,70,71,81,71,Right,800000
K. Holmberg,26,185.42,73,ST,Sweden,68,1,Lean,,,47,70,66,70,62,Right,1200000
B. Kumordzi,33,187.96,78.9,"CB,CDM",Ghana,68,1,Lean,,,50,32,73,75,59,Right,375000
M. Calderoni,30,182.88,74.8,LB,Italy,68,1,Normal,,,37,85,67,79,49,Left,675000
Miguel Torres,33,185.42,81.2,"CB,LB,RB",Spain,68,1,Stocky,,,58,53,58,72,36,Right,525000
B. Jović,27,152.4,68.9,RB,Slovenia,68,1,Lean,,,43,75,52,63,49,Right,750000
M. Balanta,29,152.4,77.1,"RM,CAM",Colombia,68,1,Stocky,,,28,77,64,70,56,Right,900000
R. James,25,170.18,71.2,"LB,LWB",England,68,1,Normal,,,47,79,66,60,52,Left,975000
Marquinhos Pedroso,25,152.4,77.1,LB,Brazil,68,1,Normal,,,38,81,36,75,46,Left,1000000
S. McDermott,25,185.42,83,GK,Republic of Ireland,68,1,Normal,,,18,45,25,62,17,Right,
Pejiño,22,175.26,67.1,"LM,RM",Spain,68,1,Lean,,,56,69,59,49,48,Left,1400000
S. Kutschke,30,193.04,94.8,ST,Germany,68,1,Normal,,,29,55,76,90,69,Right,900000
A. Yasin,27,185.42,77.1,"RW,ST",Iraq,68,1,Lean,,,39,81,70,71,69,Right,950000
L. Vácha,29,175.26,72.1,"CDM,CM",Czech Republic,68,1,Normal,,,69,63,73,67,59,Right,700000
N. Bancu,26,152.4,64.9,LM,Romania,68,1,Normal,,,32,74,79,61,32,Left,
B. Lambot,31,190.5,78.9,"CB,CDM",Belgium,68,1,Normal,,,51,49,71,78,55,Right,600000
A. Robles,24,182.88,78.9,"CB,CDM",Chile,68,1,Stocky,,,67,58,47,80,58,Right,1000000
E. Demir,28,152.4,69.9,LB,Sweden,68,1,Lean,,,54,75,69,59,48,Left,700000
J. Ankersen,28,182.88,73,LM,Denmark,68,1,Lean,,,62,88,70,61,54,Right,950000
J. Marquis,26,185.42,73,ST,England,68,1,Normal,,,34,71,68,84,63,Right,1100000
Diego Capel,31,172.72,67.1,"LM,RM",Spain,68,2,Normal,,,55,72,63,34,74,Left,850000
U. Bech,26,170.18,67.1,"ST,RM,LM",Denmark,68,1,Stocky,,,43,77,64,63,48,Left,1100000
G. Corral,28,172.72,76.2,RB,Mexico,68,1,Lean,,,55,72,63,67,63,Right,750000
K. LuaLua,28,154.94,77.1,"LM,LW",DR Congo,68,1,Normal,,,68,85,65,67,64,Right,950000
J. Valencia,20,185.42,78.9,"CM,CAM",Colombia,68,1,Lean,,,64,67,72,68,60,Right,1600000
Anselmo Meirás,35,152.4,74.8,RB,Brazil,68,1,Stocky,,,37,66,41,58,45,Right,250000
C. Brunner,25,154.94,74.8,"RB,CB",Switzerland,68,1,Lean,,,32,66,66,67,39,Right,975000
M. Zenteno,34,175.26,76.2,CB,Chile,68,1,Stocky,,,28,62,48,70,34,Right,270000
M. Havel,24,182.88,78,"LB,RM",Czech Republic,68,1,Normal,,,30,61,29,64,35,Right,1000000
G. Gudiño,25,170.18,67.1,"RM,CM",Argentina,68,1,Normal,,,54,77,68,47,62,Right,1100000
K. Redondo,24,154.94,68.9,"LW,LM",Germany,68,1,Lean,,,42,90,68,53,56,Left,1200000
K. Moore,26,195.58,83,ST,England,68,1,Normal,,,45,76,69,87,59,Right,1100000
G. Teigl,28,182.88,77.1,"RB,RWB,RM",Austria,68,1,Lean,,,48,79,59,67,56,Right,750000
Dálcio,22,154.94,67.1,"CAM,RW,CM",Portugal,68,1,Lean,,,49,83,71,59,48,Left,1300000
F. Kaplan,30,190.5,78.9,GK,Turkey,68,1,Normal,,,13,44,19,70,9,Right,600000
P. Fabian,31,193.04,92.1,CB,Germany,68,1,Normal,,,29,66,40,83,47,Right,675000
R. M'Bolhi,32,187.96,79.8,GK,Algeria,68,1,Normal,,,13,41,17,75,22,Right,525000
M. Asselah,32,193.04,89.8,GK,Algeria,68,1,Normal,,,19,43,21,58,14,Right,550000
C. Rodríguez,37,167.64,64.9,LB,Argentina,68,2,Normal,,,53,70,65,68,48,Right,100000
N. Helenius,27,195.58,83.9,ST,Denmark,68,1,Lean,,,64,67,69,77,69,Right,950000
J. Agudelo,26,185.42,82.1,"RM,ST",United States,68,1,Lean,,,51,76,73,68,64,Right,1100000
Jonaldo Santoso,27,185.42,79.8,ST,Brazil,68,1,Normal,,,54,67,74,71,61,Left,975000
A. Frączczak,31,182.88,76.2,"LM,RM,ST",Poland,68,1,Normal,,,63,73,65,72,69,Right,850000
Yu Yang,29,182.88,72.1,"CB,RB",China PR,68,1,Normal,,,30,67,43,74,33,Right,725000
D. Valoyes,22,154.94,76.2,"RW,LW",Colombia,68,1,Lean,,,60,82,72,65,62,Right,1600000
M. Kuster,25,193.04,82.1,GK,Austria,68,1,Normal,,,20,31,20,58,18,Right,825000
L. Vigen Christensen,24,154.94,79.8,"CM,CDM",Denmark,68,1,Lean,,,54,74,56,70,55,Right,1200000
D. Wydra,24,185.42,84.8,"CB,CDM",Austria,68,1,Normal,,,60,68,65,76,57,Right,950000
J. Brillante,25,152.4,73,"CM,RB",Australia,68,1,Normal,,,56,67,61,77,51,Right,1200000
G. Bunoza,31,198.12,94.8,"CB,LB",Bosnia Herzegovina,68,1,Normal,,,38,36,62,92,34,Left,675000
Ha Tae Goon,31,187.96,79.8,ST,Korea Republic,68,1,Normal,,,34,65,67,75,62,Right,875000
Kike Márquez,29,175.26,72.1,"LM,CAM",Spain,68,1,Normal,,,75,66,75,59,76,Right,900000
M. te Vrede,27,193.04,83,ST,Netherlands,68,1,Normal,,,26,52,72,83,73,Right,1100000
Juan Muñiz,26,152.4,73.9,"RM,LM,CAM",Spain,68,1,Normal,,,82,65,79,64,70,Left,1100000
T. Deric,30,190.5,83.9,GK,United States,68,1,Normal,,,16,34,12,55,20,Right,700000
S. Nachreiner,30,187.96,77.1,"CB,RB",Germany,68,1,Lean,,,25,45,39,78,26,Right,700000
J. Lundstram,25,154.94,73.9,CM,England,68,1,Normal,,,54,65,66,68,46,Right,1100000
M. Kvesić,27,175.26,69.9,"CAM,CF",Bosnia Herzegovina,68,1,Lean,,,77,74,79,53,75,Right,1100000
Davide Eustáquio,27,152.4,72.1,CAM,Brazil,68,1,Normal,,,67,71,55,52,67,Right,950000
J. Grant,24,152.4,72.1,"CAM,CM,LM",England,68,1,Lean,,,76,75,63,69,53,Right,1200000
J. Delgado,26,152.4,69.9,"RM,LM,ST",Chile,68,1,Normal,,,35,75,66,68,64,Right,1100000
Rúben Oliveira,24,170.18,68,"CAM,CM",Portugal,68,1,Normal,,,55,75,70,41,58,Right,1300000
J. Højbjerg,23,193.04,97.1,GK,Denmark,68,1,Normal,,,18,49,25,58,23,Left,975000
Cristian Ceballos,26,152.4,68,"CAM,LM,RM",Spain,68,1,Lean,,,57,77,72,59,67,Left,1100000
M. Gorgelin,28,187.96,83,GK,France,68,1,Normal,,,13,48,18,72,14,Left,750000
F. Varela,22,175.26,64,"CM,CAM,RM",Argentina,68,1,Normal,,,46,72,74,51,57,Right,1400000
J. Arias,25,175.26,78.9,ST,Uruguay,68,1,Normal,,,42,58,70,70,70,Right,1200000
Daniel Mestrança,35,185.42,73.9,"LB,LM",Brazil,68,1,Normal,,,55,59,57,71,48,Left,250000
A. Toşca,26,154.94,78,"LB,CB",Romania,68,1,Normal,Romania,72,34,71,44,70,41,Left,875000
C. Romero,20,185.42,78.9,"CB,RB",Argentina,68,1,Normal,,,29,62,48,75,40,Right,1800000
I. Močinić,25,154.94,72.1,"CDM,CM",Croatia,68,1,Lean,,,44,65,52,56,47,Right,1100000
Sun Ke,29,154.94,69.9,"RW,CAM,CF",China PR,68,1,Normal,,,41,79,70,61,49,Right,900000
B. Thoelke,26,190.5,83.9,CB,Germany,68,1,Normal,,,29,41,57,86,43,Right,925000
M. Núñez,32,167.64,68.9,"RM,RW,CAM,ST",Argentina,68,1,Normal,,,50,86,67,38,53,Right,775000
Gerard Badía,29,175.26,72.1,RM,Spain,68,1,Normal,,,66,77,62,58,66,Left,900000
T. Röcher,27,154.94,78,"LM,LW",Austria,68,1,Normal,,,45,76,66,71,48,Left,950000
Soriano,21,185.42,83,GK,Spain,68,1,Lean,,,24,34,31,55,28,Left,1100000
Adrián Maideira,35,170.18,66.2,CAM,Brazil,68,1,Normal,,,62,79,70,58,68,Left,450000
André Claro,27,182.88,74.8,"LW,ST",Portugal,68,1,Lean,,,42,70,70,67,73,Right,950000
R. Sanusi,27,154.94,74.8,"CDM,CM",Belgium,68,1,Normal,,,68,64,72,72,49,Right,925000
Douglas Grolli,29,190.5,79.8,CB,Brazil,68,1,Normal,,,39,52,70,84,44,Right,725000
L. Boussaha,31,152.4,77.1,ST,France,68,1,Normal,,,49,84,73,69,70,Right,875000
E. Alfonso,30,190.5,87.1,GK,Italy,68,1,Normal,,,11,50,46,64,34,Right,575000
Y. Eteki,21,152.4,67.1,"CDM,CM,CB",Cameroon,68,1,Normal,,,42,71,71,76,52,Right,1300000
Oh Seung Hoon,30,193.04,78.9,GK,Korea Republic,68,1,Normal,,,16,48,25,66,21,Right,575000
R. Becerra,31,187.96,87.1,ST,Argentina,68,1,Lean,,,36,53,71,82,66,Right,875000
R. Benatelli,26,154.94,83,"CM,LM",Germany,68,1,Normal,,,56,51,71,73,63,Right,1100000
J. Arce,33,175.26,69.9,"LM,ST",Bolivia,68,1,Lean,,,36,74,61,41,69,Left,
K. Salazar,23,170.18,62.1,CAM,Colombia,68,1,Lean,,,36,71,54,36,46,Right,1300000
L. Jallow,24,185.42,79.8,"ST,RW,LW",Gambia,68,1,Lean,,,43,87,70,70,67,Right,1200000
F. Arancibia,22,170.18,62.1,"RW,LW,LM",Chile,68,1,Normal,,,52,90,52,33,39,Left,1600000
N. Körber,22,185.42,83.9,GK,Germany,68,1,Normal,,,14,37,20,55,15,Right,1300000
F. Harek,36,175.26,64.9,CB,Algeria,68,1,Lean,,,54,48,45,63,40,Left,210000
G. Gil Romero,25,152.4,77.1,CDM,Argentina,68,1,Normal,,,39,72,67,68,52,Right,975000
E. Berko,24,154.94,82.1,"LW,RW,LM",Germany,68,1,Normal,,,42,83,63,65,56,Right,1200000
T. Acar,32,187.96,78,GK,Turkey,68,1,Normal,,,15,34,10,67,22,Right,525000
J. Carvallo,33,182.88,82.1,GK,Peru,68,1,Normal,,,20,54,24,45,13,Right,
S. Ciss,29,172.72,68.9,"LB,LM,RM",Senegal,68,1,Normal,,,40,77,67,78,33,Left,675000
Jorgino Baumer,35,152.4,68.9,CAM,Brazil,68,1,Normal,,,70,59,49,54,68,Right,450000
B. Thompson,23,170.18,78,"CM,CAM",England,68,1,Stocky,,,37,69,70,74,45,Right,1200000
R. Gall,24,175.26,69.9,"CAM,CM",United States,68,1,Lean,,,60,78,77,42,58,Right,1200000
F. Andrada,25,154.94,76.2,ST,Argentina,68,1,Normal,,,67,78,77,72,66,Right,1200000
F. Farnolle,34,195.58,103.9,GK,Benin,68,1,Stocky,,,15,45,16,82,18,Right,450000
J. Drachmann,30,152.4,71.2,"CM,CDM",Denmark,68,1,Normal,,,48,69,70,69,44,Right,825000
M. Guanini,23,190.5,86.2,CB,Argentina,68,1,Normal,,,34,29,41,85,49,Right,1100000
A. Gabr,30,190.5,88,CB,Egypt,68,1,Normal,,,22,62,56,78,24,Right,
W. Kamavuaka,28,187.96,81.2,"CDM,CB",DR Congo,68,1,Lean,,,50,65,65,78,53,Right,725000
M. Álvarez,27,152.4,77.1,"CF,ST,CAM",Germany,68,1,Normal,,,75,66,68,74,67,Right,1100000
C. Baird,23,152.4,73,"ST,LW",United States,68,1,Normal,,,55,84,68,66,61,Right,1400000
Carlinhos,24,175.26,71.2,"LW,ST,LM",Brazil,68,1,Normal,,,51,85,63,70,49,Right,1200000
I. Rivero,26,165.1,59.9,"RWB,RB,CDM,RM",Uruguay,68,1,Normal,,,66,69,73,61,47,Right,875000
J. Nolan,26,154.94,72.1,"CM,CAM",England,68,1,Lean,,,53,73,62,56,51,Right,1100000
V. Černý,21,182.88,64.9,"RW,LW",Czech Republic,68,1,Lean,,,54,84,68,40,50,Left,1300000
Borja Granero,28,187.96,74.8,"CB,CDM",Spain,68,1,Lean,,,57,62,70,77,49,Left,825000
R. Gabrielsen,26,185.42,87.1,"CB,RB",Norway,68,1,Stocky,,,42,72,66,83,48,Right,925000
A. Turgeman,27,152.4,73.9,ST,Israel,68,1,Normal,,,30,77,68,76,62,Right,1000000
J. Nikolaou,25,182.88,83,"CDM,CB",Germany,68,1,Normal,,,56,64,41,78,57,Left,975000
Casto,36,154.94,77.1,GK,Spain,68,1,Normal,,,12,62,24,58,23,Right,120000
P. Sotiriou,26,185.42,81.2,ST,Cyprus,68,1,Normal,,,27,78,70,78,67,Right,1100000
A. La Mantia,27,190.5,81.2,ST,Italy,68,1,Normal,,,30,57,73,86,62,Right,950000
K. Londoño,25,154.94,72.1,RM,Colombia,68,1,Stocky,,,31,75,56,65,45,Right,1100000
Merquelanz,23,175.26,72.1,"LW,RW",Spain,68,1,Normal,,,43,69,54,59,44,Left,1300000
E. Soriano,29,182.88,82.1,ST,Germany,68,1,Normal,,,45,76,69,78,66,Right,900000
M. Andersen,30,195.58,91.2,GK,Denmark,68,1,Normal,,,15,42,23,80,21,Right,600000
S. Ezatolahi,22,190.5,78,"CM,CDM",Iran,68,1,Normal,,,61,65,72,67,46,Right,1500000
P. Kovář,33,187.96,88.9,GK,Czech Republic,68,1,Stocky,,,13,35,31,49,32,Right,525000
D. Daube,29,185.42,83,"CM,CAM",Germany,68,1,Normal,,,68,66,61,72,54,Right,900000
C. Sheridan,30,195.58,87.1,ST,Republic of Ireland,68,1,Lean,,,44,71,68,83,67,Left,900000
K. Sierhuis,20,154.94,83.9,ST,Netherlands,68,1,Stocky,,,52,64,75,80,70,Right,1500000
V. Bozhikov,30,185.42,79.8,"CB,LB",Bulgaria,68,1,Normal,,,24,66,26,77,35,Left,
